ORDER_ID,DATE,USER_ID,VERTICAL
306,2024-10-19,156,Turbo
307,2024-10-14,184,Turbo
308,2024-10-26,240,Travel
309,2024-09-28,62,Turbo
310,2024-10-14,128,Travel
311,2024-10-17,53,Restaurant
312,2024-10-23,79,CPGs
313,2024-09-12,33,Turbo
314,2024-10-17,190,Restaurant
315,2024-10-27,142,Restaurant
316,2024-09-26,126,CPGs
317,2024-10-27,230,Travel
318,2024-10-18,8,CPGs
319,2024-10-17,86,Restaurant
320,2024-10-19,120,Restaurant
321,2024-10-23,145,Turbo
322,2024-10-20,101,Restaurant
323,2024-10-13,6,CPGs
324,2024-10-21,214,Restaurant
325,2024-10-23,78,Travel
326,2024-10-27,105,CPGs
327,2024-10-27,228,CPGs
328,2024-10-13,223,CPGs
329,2024-10-12,74,Travel
330,2024-10-06,236,CPGs
331,2024-10-18,232,Travel
332,2024-10-14,39,Restaurant
333,2024-10-06,1,Turbo
334,2024-09-17,175,CPGs
335,2024-10-17,12,CPGs
336,2024-10-24,233,Turbo
337,2024-10-17,53,CPGs
338,2024-10-13,119,Travel
339,2024-10-13,248,Travel
340,2024-10-15,90,Turbo
341,2024-09-25,21,Travel
342,2024-10-19,238,Travel
343,2024-09-27,169,Turbo
344,2024-10-21,208,Travel
345,2024-10-18,247,Turbo
346,2024-10-19,232,Turbo
347,2024-09-28,215,CPGs
348,2024-10-23,79,Turbo
349,2024-10-12,171,CPGs
350,2024-09-13,139,Restaurant
351,2024-09-28,30,Travel
352,2024-09-18,151,Travel
353,2024-10-17,98,Restaurant
354,2024-10-26,10,Restaurant
355,2024-09-29,217,Turbo
356,2024-10-12,112,CPGs
357,2024-10-25,185,Restaurant
358,2024-10-16,13,Travel
359,2024-10-17,150,Turbo
360,2024-10-03,58,Turbo
361,2024-10-03,122,Turbo
362,2024-10-08,84,CPGs
363,2024-10-08,113,CPGs
364,2024-09-22,57,Turbo
365,2024-09-15,23,Turbo
366,2024-10-27,176,CPGs
367,2024-09-26,162,Travel
368,2024-09-16,151,Restaurant
369,2024-09-12,98,Turbo
370,2024-10-24,20,CPGs
371,2024-09-19,244,Travel
372,2024-10-14,49,Restaurant
373,2024-10-23,34,Turbo
374,2024-10-23,39,Turbo
375,2024-10-26,220,Turbo
376,2024-10-23,182,Travel
377,2024-10-26,199,Restaurant
378,2024-10-25,37,Restaurant
379,2024-09-27,198,Turbo
380,2024-10-23,245,CPGs
381,2024-10-20,209,CPGs
382,2024-10-07,27,Turbo
383,2024-10-17,96,CPGs
384,2024-09-24,197,CPGs
385,2024-10-12,120,Turbo
386,2024-10-18,38,CPGs
387,2024-10-20,144,Restaurant
388,2024-10-10,163,Turbo
389,2024-10-10,159,CPGs
390,2024-09-06,126,Turbo
391,2024-09-27,38,CPGs
392,2024-10-16,62,Restaurant
393,2024-10-12,211,Turbo
394,2024-10-20,58,Turbo
395,2024-09-12,154,CPGs
396,2024-10-14,91,Restaurant
397,2024-10-07,191,CPGs
398,2024-09-19,31,Turbo
399,2024-09-24,244,CPGs
400,2024-10-20,124,Turbo
401,2024-09-27,33,CPGs
402,2024-10-09,22,Restaurant
403,2024-10-23,122,CPGs
404,2024-10-19,248,Turbo
405,2024-10-03,153,CPGs
406,2024-10-19,200,CPGs
407,2024-10-12,221,Travel
408,2024-10-13,113,CPGs
409,2024-10-25,195,CPGs
410,2024-09-17,53,Turbo
411,2024-10-04,50,Restaurant
412,2024-10-16,242,Restaurant
413,2024-10-05,47,Turbo
414,2024-10-13,42,Travel
415,2024-10-22,157,Travel
416,2024-10-03,177,Restaurant
417,2024-10-24,55,CPGs
418,2024-10-02,159,Restaurant
419,2024-10-27,105,Restaurant
420,2024-10-02,43,Turbo
421,2024-10-20,81,Restaurant
422,2024-10-17,119,CPGs
423,2024-10-27,112,Turbo
424,2024-10-21,233,CPGs
425,2024-10-17,209,Restaurant
426,2024-10-25,116,Travel
427,2024-10-15,201,Restaurant
428,2024-10-18,207,Restaurant
429,2024-10-21,245,Restaurant
430,2024-10-13,179,Travel
431,2024-09-26,132,Travel
432,2024-10-02,240,CPGs
433,2024-10-05,186,Restaurant
434,2024-10-12,204,Turbo
435,2024-10-14,72,Travel
436,2024-09-25,151,Travel
437,2024-10-06,177,Restaurant
438,2024-10-22,115,Restaurant
439,2024-10-19,171,Restaurant
440,2024-09-09,221,Restaurant
441,2024-09-11,31,CPGs
442,2024-10-17,97,CPGs
443,2024-10-25,174,Travel
444,2024-10-08,107,Turbo
445,2024-10-03,162,Travel
446,2024-10-25,165,Turbo
447,2024-10-20,49,Travel
448,2024-09-10,167,Turbo
449,2024-09-29,17,Restaurant
450,2024-10-05,88,Turbo
451,2024-09-11,174,CPGs
452,2024-09-30,178,CPGs
453,2024-09-30,23,CPGs
454,2024-10-22,187,Turbo
455,2024-10-21,29,Turbo
456,2024-10-21,40,CPGs
457,2024-10-12,92,Turbo
458,2024-10-24,164,CPGs
459,2024-09-17,174,Restaurant
460,2024-10-07,148,Restaurant
461,2024-10-06,82,Travel
462,2024-09-24,247,Turbo
463,2024-10-15,47,Restaurant
464,2024-10-16,179,CPGs
465,2024-10-11,246,Turbo
466,2024-10-27,137,CPGs
467,2024-10-22,196,Restaurant
468,2024-09-30,155,Restaurant
469,2024-10-25,32,CPGs
470,2024-09-25,132,Travel
471,2024-09-02,39,Turbo
472,2024-10-14,49,Turbo
473,2024-09-16,172,Travel
474,2024-10-12,231,Travel
475,2024-09-22,231,Restaurant
476,2024-10-23,78,Travel
477,2024-10-18,131,Restaurant
478,2024-10-25,225,Travel
479,2024-10-03,36,CPGs
480,2024-10-27,202,Turbo
481,2024-10-11,223,Travel
482,2024-09-15,40,Travel
483,2024-10-01,135,Restaurant
484,2024-10-08,238,Restaurant
485,2024-09-29,44,CPGs
486,2024-10-23,66,Turbo
487,2024-10-08,20,Travel
488,2024-10-24,164,Travel
489,2024-10-03,209,Travel
490,2024-10-25,148,CPGs
491,2024-10-27,180,CPGs
492,2024-10-15,200,Travel
493,2024-10-24,213,CPGs
494,2024-09-20,174,CPGs
495,2024-10-05,137,CPGs
496,2024-09-02,85,CPGs
497,2024-09-30,43,Restaurant
498,2024-09-16,53,Travel
499,2024-10-15,49,Travel
500,2024-10-22,17,CPGs
501,2024-10-19,140,Turbo
502,2024-10-22,60,Travel
503,2024-10-14,248,Turbo
504,2024-10-20,184,Turbo
505,2024-10-25,149,CPGs
506,2024-10-02,1,CPGs
507,2024-10-08,246,Travel
508,2024-09-16,144,Restaurant
509,2024-10-01,111,CPGs
510,2024-09-25,26,Restaurant
511,2024-10-26,75,Travel
512,2024-10-22,67,CPGs
513,2024-10-22,208,Restaurant
514,2024-10-05,99,CPGs
515,2024-10-10,224,Restaurant
516,2024-09-30,5,CPGs
517,2024-10-14,3,Turbo
518,2024-10-27,149,Travel
519,2024-10-05,84,CPGs
520,2024-10-21,17,CPGs
521,2024-10-24,214,Travel
522,2024-09-26,53,CPGs
523,2024-10-20,118,Restaurant
524,2024-10-09,148,Travel
525,2024-10-26,68,Restaurant
526,2024-10-17,207,Turbo
527,2024-10-12,241,Restaurant
528,2024-10-09,82,CPGs
529,2024-10-14,91,Turbo
530,2024-10-22,127,Turbo
531,2024-09-27,197,CPGs
532,2024-09-21,31,Travel
533,2024-10-19,72,Travel
534,2024-09-25,99,Travel
535,2024-10-27,81,Restaurant
536,2024-10-21,219,CPGs
537,2024-10-02,134,Travel
538,2024-10-06,36,Restaurant
539,2024-10-03,135,Turbo
540,2024-10-26,185,CPGs
541,2024-10-17,124,CPGs
542,2024-10-14,68,Restaurant
543,2024-09-20,212,CPGs
544,2024-10-10,63,CPGs
545,2024-09-30,121,CPGs
546,2024-10-25,143,CPGs
547,2024-09-22,25,Travel
548,2024-10-16,98,CPGs
549,2024-10-23,218,CPGs
550,2024-09-02,129,Travel
551,2024-10-17,34,Travel
552,2024-09-22,39,Restaurant
553,2024-09-25,16,CPGs
554,2024-10-07,54,Travel
555,2024-10-23,208,Restaurant
556,2024-10-10,148,Restaurant
557,2024-10-17,180,Turbo
558,2024-10-13,250,CPGs
559,2024-10-19,248,Travel
560,2024-10-02,24,Travel
561,2024-09-19,187,Restaurant
562,2024-09-30,31,Restaurant
563,2024-10-18,245,CPGs
564,2024-10-10,122,Travel
565,2024-10-17,232,CPGs
566,2024-10-03,172,Travel
567,2024-10-27,164,CPGs
568,2024-10-10,54,Restaurant
569,2024-09-17,162,Turbo
570,2024-10-22,245,Restaurant
571,2024-10-09,65,CPGs
572,2024-10-11,32,Travel
573,2024-10-23,237,CPGs
574,2024-10-26,229,CPGs
575,2024-10-10,211,Turbo
576,2024-10-01,160,Turbo
577,2024-09-07,167,Restaurant
578,2024-09-18,212,Travel
579,2024-09-14,129,Travel
580,2024-09-18,104,Travel
581,2024-10-23,109,Restaurant
582,2024-10-02,43,Travel
583,2024-10-16,150,Travel
584,2024-10-11,230,Travel
585,2024-10-27,59,Travel
586,2024-10-07,216,Travel
587,2024-10-19,119,Travel
588,2024-09-18,231,Turbo
589,2024-10-02,154,Restaurant
590,2024-10-18,104,CPGs
591,2024-10-24,34,Turbo
592,2024-09-09,59,Restaurant
593,2024-10-11,234,CPGs
594,2024-10-24,69,Travel
595,2024-10-07,222,Travel
596,2024-10-13,117,Turbo
597,2024-10-24,156,CPGs
598,2024-10-12,148,CPGs
599,2024-09-26,150,CPGs
600,2024-09-23,38,CPGs
601,2024-10-22,35,Travel
602,2024-10-27,108,CPGs
603,2024-09-26,15,Restaurant
604,2024-10-14,68,Restaurant
605,2024-10-06,154,CPGs
606,2024-09-10,244,Restaurant
607,2024-09-27,181,Restaurant
608,2024-10-15,145,CPGs
609,2024-10-18,45,Restaurant
610,2024-10-05,178,Restaurant
611,2024-10-21,105,Travel
612,2024-09-16,120,Restaurant
613,2024-10-15,50,Restaurant
614,2024-10-21,193,Travel
615,2024-10-26,165,Turbo
616,2024-09-11,4,Turbo
617,2024-10-07,131,Travel
618,2024-10-17,97,CPGs
619,2024-10-18,245,Travel
620,2024-10-26,80,Restaurant
621,2024-10-22,156,CPGs
622,2024-09-15,25,Turbo
623,2024-10-11,119,CPGs
624,2024-10-10,225,Travel
625,2024-09-16,47,Restaurant
626,2024-10-17,203,CPGs
627,2024-09-04,215,Turbo
628,2024-10-07,97,Turbo
629,2024-10-04,143,Turbo
630,2024-10-27,48,Restaurant
631,2024-10-22,225,CPGs
632,2024-10-21,37,Turbo
633,2024-10-25,29,CPGs
634,2024-10-12,148,CPGs
635,2024-10-26,81,CPGs
636,2024-10-07,93,Turbo
637,2024-10-13,166,Turbo
638,2024-09-24,146,CPGs
639,2024-10-07,41,Restaurant
640,2024-10-03,106,Turbo
641,2024-10-23,115,Travel
642,2024-09-28,206,CPGs
643,2024-10-02,159,Turbo
644,2024-10-10,192,Restaurant
645,2024-10-06,175,Turbo
646,2024-10-04,217,Travel
647,2024-10-02,43,Restaurant
648,2024-10-24,232,CPGs
649,2024-10-21,165,Restaurant
650,2024-10-10,128,Restaurant
651,2024-10-14,126,Turbo
652,2024-10-20,97,Travel
653,2024-09-16,21,Restaurant
654,2024-10-16,57,Restaurant
655,2024-09-25,17,CPGs
656,2024-10-09,195,CPGs
657,2024-10-19,60,Turbo
658,2024-10-20,131,CPGs
659,2024-10-19,52,Travel
660,2024-10-24,30,Turbo
661,2024-10-11,102,Travel
662,2024-10-16,190,Travel
663,2024-09-27,160,Restaurant
664,2024-10-01,59,CPGs
665,2024-10-26,190,Turbo
666,2024-10-22,17,Restaurant
667,2024-10-25,76,CPGs
668,2024-09-26,71,Travel
669,2024-10-05,64,Restaurant
670,2024-10-22,232,Restaurant
671,2024-09-12,99,Turbo
672,2024-10-13,243,Turbo
673,2024-09-03,126,Restaurant
674,2024-09-28,79,Travel
675,2024-10-09,110,Restaurant
676,2024-10-22,188,Turbo
677,2024-10-07,138,Restaurant
678,2024-10-20,152,Restaurant
679,2024-09-27,197,Travel
680,2024-09-26,198,CPGs
681,2024-10-07,62,Travel
682,2024-10-06,92,CPGs
683,2024-09-30,236,Travel
684,2024-09-18,137,Turbo
685,2024-09-13,210,Turbo
686,2024-10-23,226,CPGs
687,2024-10-08,171,Travel
688,2024-09-26,172,CPGs
689,2024-10-03,6,Travel
690,2024-09-05,210,Travel
691,2024-10-23,233,Restaurant
692,2024-09-28,189,Travel
693,2024-09-26,38,Travel
694,2024-10-02,43,Restaurant
695,2024-10-16,90,CPGs
696,2024-10-12,66,CPGs
697,2024-10-25,196,Travel
698,2024-09-29,100,Travel
699,2024-10-23,14,CPGs
700,2024-10-26,105,Restaurant
701,2024-10-10,95,Travel
702,2024-10-24,7,Restaurant
703,2024-10-21,239,Restaurant
704,2024-10-23,174,Travel
705,2024-10-26,196,CPGs
706,2024-10-01,100,Travel
707,2024-10-10,216,CPGs
708,2024-10-13,94,Restaurant
709,2024-09-12,93,Turbo
710,2024-09-10,95,Travel
711,2024-10-21,15,CPGs
712,2024-10-06,238,CPGs
713,2024-10-04,178,CPGs
714,2024-10-20,238,Restaurant
715,2024-09-18,40,Restaurant
716,2024-09-27,156,Turbo
717,2024-10-15,188,CPGs
718,2024-10-11,142,CPGs
719,2024-10-12,49,Travel
720,2024-10-26,222,Restaurant
721,2024-10-18,186,Travel
722,2024-10-27,233,CPGs
723,2024-10-07,243,CPGs
724,2024-10-22,156,CPGs
725,2024-09-12,128,Restaurant
726,2024-09-26,19,CPGs
727,2024-10-13,132,CPGs
728,2024-10-24,237,Travel
729,2024-09-30,230,CPGs
730,2024-10-24,188,CPGs
731,2024-10-22,70,Travel
732,2024-10-11,250,Travel
733,2024-10-25,228,CPGs
734,2024-09-28,53,CPGs
735,2024-10-26,172,Travel
736,2024-10-17,189,CPGs
737,2024-10-08,51,Travel
738,2024-10-09,11,Travel
739,2024-09-20,215,CPGs
740,2024-10-13,190,Travel
741,2024-10-27,226,Restaurant
742,2024-10-08,93,Restaurant
743,2024-10-08,63,Turbo
744,2024-10-15,97,CPGs
745,2024-09-11,98,Restaurant
746,2024-09-30,237,Restaurant
747,2024-10-15,13,Turbo
748,2024-10-01,75,Travel
749,2024-09-15,120,Turbo
750,2024-10-12,35,Turbo
751,2024-10-25,145,CPGs
752,2024-09-26,235,CPGs
753,2024-09-23,95,Travel
754,2024-10-24,55,Travel
755,2024-10-12,141,Travel
756,2024-10-17,13,CPGs
757,2024-10-09,44,Travel
758,2024-10-12,241,CPGs
759,2024-09-10,221,Travel
760,2024-09-14,177,Travel
761,2024-10-16,151,CPGs
762,2024-10-19,89,Travel
763,2024-10-23,147,Restaurant
764,2024-10-17,28,Restaurant
765,2024-10-25,28,Turbo
766,2024-10-12,117,CPGs
767,2024-09-24,198,Restaurant
768,2024-10-09,103,Travel
769,2024-10-12,35,Turbo
770,2024-10-24,63,Restaurant
771,2024-09-25,142,CPGs
772,2024-10-14,46,CPGs
773,2024-10-20,152,Restaurant
774,2024-10-26,55,Turbo
775,2024-10-25,89,Turbo
776,2024-10-21,185,CPGs
777,2024-10-26,115,Turbo
778,2024-10-12,138,Restaurant
779,2024-09-14,86,Travel
780,2024-10-16,180,Turbo
781,2024-10-12,152,Travel
782,2024-10-03,4,Turbo
783,2024-10-22,239,Travel
784,2024-10-13,164,CPGs
785,2024-10-23,33,CPGs
786,2024-09-13,174,Restaurant
787,2024-10-20,205,Restaurant
788,2024-10-23,45,Restaurant
789,2024-10-05,77,Restaurant
790,2024-10-21,15,Turbo
791,2024-09-17,79,Travel
792,2024-09-30,69,Restaurant
793,2024-10-13,67,Restaurant
794,2024-10-01,122,Turbo
795,2024-10-27,74,CPGs
796,2024-10-14,18,Turbo
797,2024-09-09,213,Travel
798,2024-10-10,103,Turbo
799,2024-09-29,238,Restaurant
800,2024-10-13,113,Travel
801,2024-10-18,179,Turbo
802,2024-10-12,204,CPGs
803,2024-09-28,79,Travel
804,2024-10-14,242,Restaurant
805,2024-10-11,250,Travel
806,2024-10-09,7,CPGs
807,2024-10-08,87,Turbo
808,2024-09-19,161,CPGs
809,2024-10-23,138,Turbo
810,2024-10-23,86,Restaurant
811,2024-10-26,123,Turbo
812,2024-10-21,140,CPGs
813,2024-09-30,230,Restaurant
814,2024-10-16,124,CPGs
815,2024-10-20,131,Travel
816,2024-10-22,68,Restaurant
817,2024-09-24,17,CPGs
818,2024-10-16,179,CPGs
819,2024-10-16,207,Restaurant
820,2024-10-10,102,Restaurant
821,2024-10-22,218,Turbo
822,2024-10-18,119,CPGs
823,2024-10-13,201,CPGs
824,2024-10-16,244,CPGs
825,2024-10-24,226,Restaurant
826,2024-10-01,24,Turbo
827,2024-10-22,199,Turbo
828,2024-10-11,54,Restaurant
829,2024-10-02,177,Travel
830,2024-10-26,75,Travel
831,2024-10-14,86,Travel
832,2024-10-19,209,Restaurant
833,2024-09-06,150,Turbo
834,2024-09-22,57,Turbo
835,2024-10-26,143,Travel
836,2024-10-09,113,Travel
837,2024-10-27,99,Travel
838,2024-10-04,50,CPGs
839,2024-10-10,153,CPGs
840,2024-10-12,211,Restaurant
841,2024-09-20,39,Restaurant
842,2024-10-26,219,Travel
843,2024-10-06,181,Restaurant
844,2024-09-16,93,Turbo
845,2024-10-25,127,Restaurant
846,2024-10-11,20,CPGs
847,2024-10-18,195,Restaurant
848,2024-10-22,239,Turbo
849,2024-10-22,214,CPGs
850,2024-09-23,82,Travel
851,2024-09-30,36,Travel
852,2024-10-08,242,Travel
853,2024-10-16,171,Restaurant
854,2024-10-06,132,CPGs
855,2024-10-26,61,Turbo
856,2024-10-08,18,Turbo
857,2024-10-13,71,Turbo
858,2024-10-25,176,Turbo
859,2024-09-27,96,Restaurant
860,2024-10-24,109,Restaurant
861,2024-10-12,231,Restaurant
862,2024-10-11,27,Restaurant
863,2024-09-27,52,Turbo
864,2024-10-27,91,Travel
865,2024-10-17,237,Turbo
866,2024-10-25,188,Restaurant
867,2024-10-16,68,CPGs
868,2024-10-18,180,Travel
869,2024-09-25,229,Travel
870,2024-10-16,180,Restaurant
